Handle,Title,Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
pine-cone-hill-comfy-cotton-dove-white-puff-sham,Pine Cone Hill Comfy Cotton Dove White Puff Sham,Pine Cone Hill,Rugs & Decor,New Arrivals: Bedding,TRUE,Size,Standard,,,,,PC2971-SHS,4536.105137,shopify,500,deny,manual,50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/dove-white_30afd97e-0149-4c00-8537-ea98f186c9a1.jpg?v=1613152119,1,Pine Cone Hill Comfy Cotton Dove White Puff Sham - Lavender Fields,FALSE,Pine Cone Hill Comfy Cotton Dove White Puff Sham,The Comfy Cotton Dove White Puff Sham is made from all cotton and features a beautiful natural color that will blend into most styles with ease. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.,,,,PC1021-PNL84,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/dove-white_30afd97e-0149-4c00-8537-ea98f186c9a1.jpg?v=1613152119,lb,,,active
pine-cone-hill-comfy-cotton-dove-white-puff-sham,,,,,,,Euro,,,,,PC2971-SHE,4536.105137,shopify,500,deny,manual,56,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/colors_57876497-6a80-434f-80f4-f52fb8fb5b5d.jpg?v=1613152119,2,Pine Cone Hill Comfy Cotton Dove White Puff Sham - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/dove-white_30afd97e-0149-4c00-8537-ea98f186c9a1.jpg?v=1613152119,lb,,,
pine-cone-hill-comfy-cotton-dove-white-puff-sham,,,,,,,King,,,,,PC2971-SHK,4536.105137,shopify,500,deny,manual,56,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/dove-white_30afd97e-0149-4c00-8537-ea98f186c9a1.jpg?v=1613152119,lb,,,
pine-cone-hill-comfy-cotton-soft-blue-puff,Pine Cone Hill Comfy Cotton Soft Blue Puff,Pine Cone Hill,Bedding & Bath,"Bedding & Bath: Coverlets & Bedspreads, Bedding & Bath: Coverlets & Shams, New Arrivals: Bedding",TRUE,Please Select,Twin - $264.00,,,,,PC3006-T,4536.105137,shopify,500,deny,manual,264,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/soft-blue_db707615-aca8-4396-a1db-b0ee911a1d23.jpg?v=1613152119,1,Pine Cone Hill Comfy Cotton Soft Blue Puff - Lavender Fields,FALSE,Pine Cone Hill Comfy Cotton Soft Blue Puff,"Melt into a marshmallow dream with this Comfy Cotton Soft Blue Puff. We promise, you’ll want to stay cocooned in forever. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,M15IT,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/soft-blue_db707615-aca8-4396-a1db-b0ee911a1d23.jpg?v=1613152119,lb,,,active
pine-cone-hill-comfy-cotton-soft-blue-puff,,,,,,,Full/Queen - $295.00,,,,,PC3006-FQ,4536.105137,shopify,500,deny,manual,295,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/colors_5aa31fa6-f900-43db-9801-19738373c0b8.jpg?v=1613152119,2,Pine Cone Hill Comfy Cotton Soft Blue Puff - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/soft-blue_db707615-aca8-4396-a1db-b0ee911a1d23.jpg?v=1613152119,lb,,,
pine-cone-hill-comfy-cotton-soft-blue-puff,,,,,,,King - $346.00,,,,,PC3006-K,4536.105137,shopify,500,deny,manual,346,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/soft-blue_db707615-aca8-4396-a1db-b0ee911a1d23.jpg?v=1613152119,lb,,,
pine-cone-hill-comfy-cotton-coral-pillowcases,Pine Cone Hill Comfy Cotton Coral Pillowcases,Pine Cone Hill,Bedding & Bath,New Arrivals: Bedding,TRUE,Size,Standard,,,,,PC2979-S,4536.105137,shopify,500,deny,manual,36,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/coral_bd14215a-d44f-49a2-8659-194812f8f6dd.jpg?v=1613152118,1,Pine Cone Hill Comfy Cotton Coral Pillowcases - Lavender Fields,FALSE,,The Comfy Cotton Coral Pillowcases are made from an all cotton construction that features a 5 inch hem and a stonewashed texture for added softness. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/coral_bd14215a-d44f-49a2-8659-194812f8f6dd.jpg?v=1613152118,lb,,,active
pine-cone-hill-comfy-cotton-coral-pillowcases,,,,,,,King,,,,,PC2979-K,4536.105137,shopify,500,deny,manual,40,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/colors_5ca961b9-1bb1-4bfd-a3ef-014d3c6f6c06.jpg?v=1613152118,2,Pine Cone Hill Comfy Cotton Coral Pillowcases - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/coral_bd14215a-d44f-49a2-8659-194812f8f6dd.jpg?v=1613152118,lb,,,
pine-cone-hill-comfy-cotton-sky-pillowcases,Pine Cone Hill Comfy Cotton Sky Pillowcases,Pine Cone Hill,Bedding & Bath,New Arrivals: Bedding,TRUE,Size,Standard,,,,,PC2991-S,4536.105137,shopify,500,deny,manual,36,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/sky_d46ae690-adfc-445d-b2f6-fce1c5d3ec3b.jpg?v=1613152118,1,Pine Cone Hill Comfy Cotton Sky Pillowcases - Lavender Fields,FALSE,,The Comfy Cotton Sky Pillowcases are made from an all cotton construction that is stonewashed for extra softness. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/sky_d46ae690-adfc-445d-b2f6-fce1c5d3ec3b.jpg?v=1613152118,lb,,,active
pine-cone-hill-comfy-cotton-sky-pillowcases,,,,,,,King,,,,,PC2991-K,4536.105137,shopify,500,deny,manual,40,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/colors_6e476010-4de4-42d3-b3b4-40e11aa720e9.jpg?v=1613152118,2,Pine Cone Hill Comfy Cotton Sky Pillowcases - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/sky_d46ae690-adfc-445d-b2f6-fce1c5d3ec3b.jpg?v=1613152118,lb,,,
pine-cone-hill-comfy-cotton-dove-white-pillowcases,Pine Cone Hill Comfy Cotton Dove White Pillowcases,Pine Cone Hill,Bedding & Bath,New Arrivals: Bedding,TRUE,Size,Standard,,,,,PC2967-S,4536.105137,shopify,500,deny,manual,36,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/dove-white_ffb66e27-ffca-47f6-bb16-999919e1f9cc.jpg?v=1613152117,1,Pine Cone Hill Comfy Cotton Dove White Pillowcases - Lavender Fields,FALSE,,"The perfect way to elevate your bedroom style, these Comfy Cotton Dove White  Pillowcasess are blissfully-soft cotton will help you sleep better and deeper. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/dove-white_ffb66e27-ffca-47f6-bb16-999919e1f9cc.jpg?v=1613152117,lb,,,active
pine-cone-hill-comfy-cotton-dove-white-pillowcases,,,,,,,King,,,,,PC2967-K,4536.105137,shopify,500,deny,manual,40,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/colors_e7242e08-7a67-4869-a793-9eec2051dd94.jpg?v=1613152117,2,Pine Cone Hill Comfy Cotton Dove White Pillowcases - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/dove-white_ffb66e27-ffca-47f6-bb16-999919e1f9cc.jpg?v=1613152117,lb,,,
pine-cone-hill-comfy-cotton-coral-sheet-set,Pine Cone Hill Comfy Cotton Coral Sheet Set,Pine Cone Hill,Bedding & Bath,New Arrivals: Bedding,TRUE,Size,Twin,,,,,PC2978-T,4536.105137,shopify,500,deny,manual,136,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/coral_e7d21396-b148-40ac-83cc-9f952c411508.jpg?v=1613152117,1,Pine Cone Hill Comfy Cotton Coral Sheet Set - Lavender Fields,FALSE,Pine Cone Hill Comfy Cotton Coral Sheet Set,"Completely stonewashed for added softness, this Comfy Cotton Coral Sheet Set is the perfect addition of luxury and sophistication to your home. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/coral_e7d21396-b148-40ac-83cc-9f952c411508.jpg?v=1613152117,lb,,,active
pine-cone-hill-comfy-cotton-coral-sheet-set,,,,,,,Full,,,,,PC2978-F,4536.105137,shopify,500,deny,manual,160,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/colors_97c6fc22-8c2a-4af3-9d04-afe431ec7418.jpg?v=1613152117,2,Pine Cone Hill Comfy Cotton Coral Sheet Set - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/coral_e7d21396-b148-40ac-83cc-9f952c411508.jpg?v=1613152117,lb,,,
pine-cone-hill-comfy-cotton-coral-sheet-set,,,,,,,Queen,,,,,PC2978-Q,4536.105137,shopify,500,deny,manual,175,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/coral_e7d21396-b148-40ac-83cc-9f952c411508.jpg?v=1613152117,lb,,,
pine-cone-hill-comfy-cotton-coral-sheet-set,,,,,,,King,,,,,PC2978-K,4536.105137,shopify,500,deny,manual,200,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/coral_e7d21396-b148-40ac-83cc-9f952c411508.jpg?v=1613152117,lb,,,
pine-cone-hill-comfy-cotton-soft-blue-sheet-set,Pine Cone Hill Comfy Cotton Soft Blue Sheet Set,Pine Cone Hill,Bedding & Bath,New Arrivals: Bedding,TRUE,Size,Twin,,,,,PC3002-T,4536.105137,shopify,500,deny,manual,136,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/soft-blue_1cde0d2f-54e1-46c9-ae88-1d43caf0fdf0.jpg?v=1613152116,1,Pine Cone Hill Comfy Cotton Soft Blue Sheet Set - Lavender Fields,FALSE,Pine Cone Hill Comfy Cotton Soft Blue Sheet Set,"Completely stonewashed for added softness, this Comfy Cotton Soft Blue Sheet Set is the epitome of luxury and sophistication. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/soft-blue_1cde0d2f-54e1-46c9-ae88-1d43caf0fdf0.jpg?v=1613152116,lb,,,active
pine-cone-hill-comfy-cotton-soft-blue-sheet-set,,,,,,,Full,,,,,PC3002-F,4536.105137,shopify,500,deny,manual,160,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/colors_9c438aa3-e3a2-4575-8cd6-d833a8a29895.jpg?v=1613152117,2,Pine Cone Hill Comfy Cotton Soft Blue Sheet Set - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/soft-blue_1cde0d2f-54e1-46c9-ae88-1d43caf0fdf0.jpg?v=1613152116,lb,,,
pine-cone-hill-comfy-cotton-soft-blue-sheet-set,,,,,,,Queen,,,,,PC3002-Q,4536.105137,shopify,500,deny,manual,175,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/soft-blue_1cde0d2f-54e1-46c9-ae88-1d43caf0fdf0.jpg?v=1613152116,lb,,,
pine-cone-hill-comfy-cotton-soft-blue-sheet-set,,,,,,,King,,,,,PC3002-K,4536.105137,shopify,500,deny,manual,200,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/soft-blue_1cde0d2f-54e1-46c9-ae88-1d43caf0fdf0.jpg?v=1613152116,lb,,,
pine-cone-hill-comfy-cotton-french-blue-pillowcases,Pine Cone Hill Comfy Cotton French Blue Pillowcases,Pine Cone Hill,Bedding & Bath,New Arrivals: Bedding,TRUE,Size,Standard,,,,,PC3015-S,4536.105137,shopify,500,deny,manual,36,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/french-blue_c2cf1492-80bd-43c6-94c6-e59b714710a2.jpg?v=1613152116,1,Pine Cone Hill Comfy Cotton French Blue Pillowcases - Lavender Fields,FALSE,Pine Cone Hill Comfy Cotton French Blue Pillowcases Blue Pillowcases,"The perfect addition to any bedroom décor, these Comfy Cotton French Blue Pillowcasess are blissfully-soft cotton will help you sleep better and deeper. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/french-blue_c2cf1492-80bd-43c6-94c6-e59b714710a2.jpg?v=1613152116,lb,,,active
pine-cone-hill-comfy-cotton-french-blue-pillowcases,,,,,,,King,,,,,PC3015-K,4536.105137,shopify,500,deny,manual,40,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/colors_1f4f3929-adbb-4fdc-9765-212c2e38e258.jpg?v=1613152116,2,Pine Cone Hill Comfy Cotton French Blue Pillowcases - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/french-blue_c2cf1492-80bd-43c6-94c6-e59b714710a2.jpg?v=1613152116,lb,,,
pine-cone-hill-comfy-cotton-french-blue-sheet-set,Pine Cone Hill Comfy Cotton French Blue Sheet Set,Pine Cone Hill,Bedding & Bath,New Arrivals: Bedding,TRUE,Size,Twin,,,,,PC3014-T,4536.105137,shopify,500,deny,manual,136,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/french-blue_dc10dbde-b143-402a-9acc-bf854a4ca854.jpg?v=1613152116,1,Pine Cone Hill Comfy Cotton French Blue Sheet Set - Lavender Fields,FALSE,Pine Cone Hill Comfy Cotton French Blue Sheet Set,The Comfy Cotton French Blue Sheet Set is made from all stonewashed cotton that gives it an extra layer of softness that you will grow to expect from Pine Cone Hill. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/french-blue_dc10dbde-b143-402a-9acc-bf854a4ca854.jpg?v=1613152116,lb,,,active
pine-cone-hill-comfy-cotton-french-blue-sheet-set,,,,,,,Full,,,,,PC3014-F,4536.105137,shopify,500,deny,manual,160,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/colors_b737156e-03bc-4418-96e5-5785f28a6fa8.jpg?v=1613152116,2,Pine Cone Hill Comfy Cotton French Blue Sheet Set - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/french-blue_dc10dbde-b143-402a-9acc-bf854a4ca854.jpg?v=1613152116,lb,,,
pine-cone-hill-comfy-cotton-french-blue-sheet-set,,,,,,,Queen,,,,,PC3014-Q,4536.105137,shopify,500,deny,manual,175,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/french-blue_dc10dbde-b143-402a-9acc-bf854a4ca854.jpg?v=1613152116,lb,,,
pine-cone-hill-comfy-cotton-french-blue-sheet-set,,,,,,,King,,,,,PC3014-K,4536.105137,shopify,500,deny,manual,200,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/french-blue_dc10dbde-b143-402a-9acc-bf854a4ca854.jpg?v=1613152116,lb,,,
pine-cone-hill-comfy-cotton-french-blue-quilted-sham,Pine Cone Hill Comfy Cotton French Blue Quilted Sham,Pine Cone Hill,Rugs & Decor,New Arrivals: Bedding,TRUE,Size,Standard,,,,,PC3023-SHS,4536.105137,shopify,500,deny,manual,32,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/french-blue_c713d45d-ed3c-46e1-81a3-5b8fb13f3c02.jpg?v=1613152115,1,Pine Cone Hill Comfy Cotton French Blue Quilted Sham - Lavender Fields,FALSE,Pine Cone Hill Comfy Cotton French Blue Quilted Sham,"Featuring polyester batting, the Comfy Cotton French Blue Quilted Sham is the perfect addition to any home. Made from all cotton and available in multiple sizes and colors to choose from. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,PC1021-PNL84,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/french-blue_c713d45d-ed3c-46e1-81a3-5b8fb13f3c02.jpg?v=1613152115,lb,,,active
pine-cone-hill-comfy-cotton-french-blue-quilted-sham,,,,,,,Euro,,,,,PC3023-SHE,4536.105137,shopify,500,deny,manual,44,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/colors-2_6f43b52f-5665-4934-b45d-a73c22184eb7.jpg?v=1613152115,2,Pine Cone Hill Comfy Cotton French Blue Quilted Sham - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/french-blue_c713d45d-ed3c-46e1-81a3-5b8fb13f3c02.jpg?v=1613152115,lb,,,
pine-cone-hill-comfy-cotton-french-blue-quilted-sham,,,,,,,King,,,,,PC3023-SHK,4536.105137,shopify,500,deny,manual,44,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/french-blue_c713d45d-ed3c-46e1-81a3-5b8fb13f3c02.jpg?v=1613152115,lb,,,
pine-cone-hill-comfy-cotton-dove-white-quilted-sham,Pine Cone Hill Comfy Cotton Dove White Quilted Sham,Pine Cone Hill,Rugs & Decor,New Arrivals: Bedding,TRUE,Size,Standard,,,,,PC2995-SHS,4536.105137,shopify,500,deny,manual,50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/dove-white_0aef0e45-344c-48a1-aded-c798f5f2be40.jpg?v=1613152115,1,Pine Cone Hill Comfy Cotton Dove White Quilted Sham - Lavender Fields,FALSE,Pine Cone Hill Comfy Cotton Dove White Quilted Sham,A sleek way to add a touch of elegance to any part of your home. The Comfy Cotton White Quilted Sham is stonewashed for extra softness day after day. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.,,,,PC1021-PNL84,,,,,,,,,,,lb,,,active
pine-cone-hill-comfy-cotton-dove-white-quilted-sham,,,,,,,Euro,,,,,PC2995-SHE,4536.105137,shopify,500,deny,manual,56,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/colors-2_8f14c9fe-17e4-49bd-b194-c11a7c210794.jpg?v=1613152115,2,Pine Cone Hill Comfy Cotton Dove White Quilted Sham - Lavender Fields,,,,,,,,,,,,,,,,,,lb,,,
pine-cone-hill-comfy-cotton-dove-white-quilted-sham,,,,,,,King,,,,,PC2995-SHK,4536.105137,shopify,500,deny,manual,56,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,,
pine-cone-hill-comfy-cotton-soft-blue-quilt,Pine Cone Hill Comfy Cotton Soft Blue Quilt,Pine Cone Hill,Bedding & Bath,"Bedding & Bath: Coverlets & Bedspreads, Bedding & Bath: Coverlets & Shams, New Arrivals: Bedding",TRUE,Please Select,Twin - $184.00,,,,,PC3010-T,4536.105137,shopify,500,deny,manual,184,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/soft-blue_58d8e5ce-c970-4eda-b05a-883cb375566b.jpg?v=1613152114,1,Pine Cone Hill Comfy Cotton Soft Blue Quilt - Lavender Fields,FALSE,Pine Cone Hill Comfy Cotton Soft Blue Quilt,"Made from all cotton, this Comfy Cotton Soft Blue Quilt is the best piece to liven up any room around your home. Stone washed for superior softness for those lazy Sunday's. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,M15IT,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/soft-blue_58d8e5ce-c970-4eda-b05a-883cb375566b.jpg?v=1613152114,lb,,,active
pine-cone-hill-comfy-cotton-soft-blue-quilt,,,,,,,Full/Queen - $220.00,,,,,PC3010-FQ,4536.105137,shopify,500,deny,manual,220,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/colors_ef62e0a1-d839-4a43-9165-3e8ba6ed4bc7.jpg?v=1613152115,2,Pine Cone Hill Comfy Cotton Soft Blue Quilt - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/soft-blue_58d8e5ce-c970-4eda-b05a-883cb375566b.jpg?v=1613152114,lb,,,
pine-cone-hill-comfy-cotton-soft-blue-quilt,,,,,,,King - $230.00,,,,,PC3010-K,4536.105137,shopify,500,deny,manual,230,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/soft-blue_58d8e5ce-c970-4eda-b05a-883cb375566b.jpg?v=1613152114,lb,,,
pine-cone-hill-comfy-cotton-soft-blue-quilted-sham,Pine Cone Hill Comfy Cotton Soft Blue Quilted Sham,Pine Cone Hill,Rugs & Decor,New Arrivals: Bedding,TRUE,Size,Standard,,,,,PC3011-SHS,4536.105137,shopify,500,deny,manual,32,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/sky_95eedb55-baaa-42b5-9736-6bf74e69509f.jpg?v=1613152114,1,Pine Cone Hill Comfy Cotton Soft Blue Quilted Sham - Lavender Fields,FALSE,Pine Cone Hill Comfy Cotton Soft Blue Quilted Sham,A sleek way to add a touch of sophistication to any bedroom or living room. The Comfy Cotton Sky Quilted Sham is stonewashed for extra softness day after day. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.,,,,PC1021-PNL84,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/sky_95eedb55-baaa-42b5-9736-6bf74e69509f.jpg?v=1613152114,lb,,,active
pine-cone-hill-comfy-cotton-soft-blue-quilted-sham,,,,,,,Euro,,,,,PC3011-SHE,4536.105137,shopify,500,deny,manual,44,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/colors-2_5001157f-13e5-41bf-8903-4a427b27b1bf.jpg?v=1613152114,2,Pine Cone Hill Comfy Cotton Soft Blue Quilted Sham - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/sky_95eedb55-baaa-42b5-9736-6bf74e69509f.jpg?v=1613152114,lb,,,
